评价,评分
游两江四湖，感受桂林夜色。可能是季节原因，感觉两江没什么可看的，但是四湖的景色还不错，从湖面望到两岸风光，觉得夜晚的桂林多了一些妩媚。,4
【景色】 不错 到象山景区码头买票，就在市中心。游船不大，散客的话，不坐满就能开。首先经过象山，在船上可以拍到全景，这在象山公园里是拍不到的。漓江到达四湖的桥这里，要换船。一开始是木龙塔，木龙湖，依次往里，四个内湖，水没有漓江干净。途中可以看到各式各样的桥。时间一个多小时。,5
夜景很漂亮！,5
夜景很美，11月的桂林天气有点凉，但是船里空调很给力，很暖和。船内有讲解员，每到一个景点都会有讲解，经过的桥很多，很美。推荐大家去。,4
坑爹货，不值得,1
发车时间余票不能实时更新，购票后时间过晚会影响行程，需要提前预定，获取信息。建议行程比较确定的朋友提前预定，获取乘船时间。豪华游艇座位过窄。景色不错。,3
两江四湖是广西壮族自治区桂林市的标志之一，桃花江和漓江，配上榕湖，杉湖，桂湖和木龙湖四个漂亮的湖泊，是来桂林旅游必游的地方。这里有标志性的木龙塔，有美极了的双拱桥，这里山清水秀，倒影成趣，有百年榕树，让人流连忘返。,5
两江两岸景色很好，印象深刻的是出入两江的船闸，这是我第一次体验这种转行方式。晚上游览两江四湖更具特色，灯光照在建筑物上有种通透的感觉。实在是不虚此行。,5
两江四湖是桂林山水的名片之一，它有可与威尼斯媲美的环城水系；乘船游览，可以饱览桂林市区的精华景观。 这里真实地体现了“千峰环野立，一水抱成流”的美妙景致和“城在景中，景在城中”的和谐景观。 乘船可欣赏到象鼻山、伏波山、叠彩山、老人山、宝积山等十多座传统名山和名胜古迹、名桥名树、亭台楼阁博览园，感受璀璨华灯、山水摇曳的夜桂林。,5
夜游两江四湖 景色宜人,5
还不错啊啊啊,5
非常推荐两江四湖夜游船，特别是四湖的夜游船，景色非常漂亮，风格迥异的桥在灯光的映衬下美轮美奂，还能看到船夫鱼鹰表演，夜光下的日月双塔将是另一番景致,5
夜景美，没有来过的，建议去看看！但价格偏高，有点宰客！,4
桂林山水甲天下，景色秀丽，真是太美了！,5
很好，游一次湖，市区的景点差不多都逛完了，建议晚上游湖,5
很好，值得一游。,5
值得一游，桂林美景之一。,5
还不错，风景挺美的，导游也不错。体验了一把漓江升船机，跟三峡船闸原理查不到。摄影30元一张稍微贵了些。,4
景色很美，很充实的行程。景色和灯光都漂亮,5
夜游两江四湖 景色宜人,5
还不错啊啊啊,5
非常推荐两江四湖夜游船，特别是四湖的夜游船，景色非常漂亮，风格迥异的桥在灯光的映衬下美轮美奂，还能看到船夫鱼鹰表演，夜光下的日月双塔将是另一番景致,5
夜景美，没有来过的，建议去看看！但价格偏高，有点宰客！,4
桂林山水甲天下，景色秀丽，真是太美了！,5
很好，游一次湖，市区的景点差不多都逛完了，建议晚上游湖,5
风景美如画,5
两江四湖夜景的确很好，给四星是因为船上给照相是个坑，每张3零，效果不敢恭维。别踩坑，自己照或者打伙照就可以。,4
购票方便 优惠,5
很好服务到位,5
桂林山水甲天下果然名不虚传[耶] 夜游两江四湖—漓江、桃花江、木龙湖、桂湖、榕湖、杉湖，最早形成于北宋年间，舟楫纵横、游人如织、兴盛一时！ 曾经画中的象山、叠彩山、日月双塔等如今浮现在眼前，吹着江风、人生惬意[爱心],5
挺漂亮的哦,5
算是很良心了,5
新徐暇客游记(81) ——桂林两江四湖 明山秀水绕全城，吹面不寒杨柳风。 湖边静观垂柳影，江里映衬涂鸦灯。 增光添彩金银塔，摇曳多姿板凳龙。 玻璃桥中环视角，未见此色免谈空。 桂林到处是山，城里又都是平地，不像重庆大连这样的城市；桂林到处有水，两江四湖让桂林城非常秀美。两江四湖是指由漓江、桃花江、榕湖、杉湖、桂湖和木龙湖所构成的桂林环城水系，是桂林城市中心最优美的环城风景带，也是市中心最具代表性的风景区。在“吹面不寒杨柳风”的舒适天气里欣赏夜景就一个字——爽！ 在湖边漫步，一路观赏着景色，映入到相机中的都是水上水下互相映衬的倒影，加上垂柳的点缀，更趋于完美。尤其沿湖的一条别具特色的灯带，细看都是小学生涂鸦之作，虽然稚气未脱，但色彩缤纷，聚集了十足的人气，为景区增色不少。 武打小说中高手都是后出场，这里更出彩的是金银塔和板凳龙。金银塔是中心的中心，光芒四射，以后专题谈论。板凳龙是我在博物馆中所见，与周边摇曳多姿的靓色很相似，是不是一回事没有考证，完全是个人看法，这些人工打造的光芒和金银塔遥相呼应，气场也十分强大，也让漫步的距离进一步加大。 在榕湖部分有一玻璃桥十分突出，完全的透明玻璃，时时变换的五色光线给人一种很“炫”的感觉，如果你进入其中，可以全视角看到不一样的两江四湖。在飞机场，在各种宣传海报上都是第一位的，就在市中心，虽然有“色即是空，空即是色”的,5
很好很满意很方便取票，一家人出游必备指南，满意非常满意，携程旅游太方便。,5
很好很满意很方便取票，一家人出游必备指南，满意非常满意，携程旅游太方便。,5
两江四湖是桂林市区几条湖泊和江水的总称。也由此形成了一条著名的游船旅游路线。白天和晚上都有游船通过，但是晚上的景点比较有特色，华灯初上，整个山体和湖水都被五彩的灯光映射着，形成了美丽的画面。,4
夜景很漂亮，体验到游船从低水位进闸，再升到高水位去到下一个湖过程，导游也一路讲解得很详细，在漓江的那一段水很浅，船慢慢地漂。特别好。,5
个人感觉夜游很一般，还不如白天去游,3
四湖不错。漓江夜游很一般。桃花江还可以。照片的打印质量一般。豪华船比较拥挤，小朋友多。甲板上吹风还不错。,4
第一次来广西，更是第一次来桂林，乘坐游船观览两江四湖夜景，夜幕下的灯光照亮着两岸风景，更是美丽。陪着父母出游，游船是很不错的选择,5
非常可以！！！！！！！！！！！！！！景色很美，船很稳，工作人员态度很好，值得再次游玩，风景秀丽，景色宜人！！！！！！！！！,5
景色很美，随船有讲解员讲解，比白天好看很多！,5
感觉不错,5
第一次这里购票，购票方式很简单，取票也很简单快捷，漓江景色非常好，船只也比较稳定，这个时间段过去游玩比白天去更好看，更美。,5
这个景点超值！游船80-90分钟游览夜景，很棒的体验！,5
夜晚游玩真的很美丽,5
不错不错不错,5
个人感觉夜游很一般，还不如白天去游,3
四湖不错。漓江夜游很一般。桃花江还可以。照片的打印质量一般。豪华船比较拥挤，小朋友多。甲板上吹风还不错。,4
第一次来广西，更是第一次来桂林，乘坐游船观览两江四湖夜景，夜幕下的灯光照亮着两岸风景，更是美丽。陪着父母出游，游船是很不错的选择,5
非常可以！！！！！！！！！！！！！！景色很美，船很稳，工作人员态度很好，值得再次游玩，风景秀丽，景色宜人！！！！！！！！！,5
总体来说还可以。唯一的遗憾就是在漓江段的行程比较简单，没有经过象鼻山，只是在附近的码头上岸结束了行程。另外价格也略高了点。,4
还行，挺不错的,5
夜景优美，沿岸灯饰惊艳，体验度高，行程时间安排恰到好处，值得推荐。,5
两江四湖的夜景特别美 很好！,5
***,5
还不错，这豪华游轮我以为是高大上的大游艇，结果。。。。哈哈哈,5
夜游感觉超爽！,5
不值得这个价格，没什么意思，船小，又慢，不如沿湖边走走，感觉上当了,2
壮哉！大美桂林！！！,5
环城水系，壮哉！！！,5
船还不错，但是感觉还是挺无聊的，因人而异吧，好玩的是每条船给配了一个摄影师，拍照后收费拿自己的照片，虽然服务还不错，摄影师也就按么回事吧,4
商业气息太浓,4
飞机下午到达桂林，正适合夜游桂林。在携程上下单后，电话和短信很及时地通知如何取票。我们到金龙桥码头取了票，并上了7点半的船。船上坐满了人。有随队的摄影师跟拍，和指导游客怎么用手机专业拍照。桂林夜景极美，就是一场灯光大秀。我想夜游比白天坐船看的风景更灿烂。比游巴黎赛纳河都美。,5
夜游很漂亮,5
沿途风景挺好的 晚上两边灯光开着还行 主要是坐船看挺新鲜的,4
个人感觉还行吧,4
价格偏贵了点,4
2非常值得一去，非常值得一去非常值得一去,5
两江四湖坐船夜游更有一番风味！,5
订票方便，夜景非常漂亮,5
很美的行程，必须是来桂林的必玩……………………… 就是船的座位面对面，碰见一家人没素质，抱着孩子大哭大叫，还让孩子坐在桌子上了，真丢人，。,4
值得一看吧，总要打卡的。,5
夜景真的不错 游船一个半小时体验性价比还是挺高的 想着可以带爸妈再次来玩呢 白天再去象山照照相 漓江景区玩玩水 看看印象刘三姐就完美啦,4
非常漂亮的夜景 愉悦的游程。,5
景色很好，山水之间加上灯光的艺术，让这景色更好看了，不虚此行(●°u°●) 」有来桂林旅游的朋友，可以选择夜游两江四湖,5
与朋友夜游两江四湖，美。,5
桂林夜景之美胜于白昼,5
【性价比】绕一圈 夜游的话是185元，价格不便宜 时长大约是一个半小时。途中还有30元一张的照片拍摄 【景色】主要是日月双塔比较有特色 是桂林当地的地标景点,4
两江四湖坐船夜游更有一番风味！,5
订票方便，夜景非常漂亮,5
订票方便，夜景非常漂亮！,5
订票方便，夜景非常漂亮！,5
******,5
7号讲解员非常好,5
夜景很美，值得一看。两江四湖是指漓江的市区段和桃花江的市区段，四湖指市中心的杉湖、榕湖、桂湖、木龙湖。,5
携程的船票特别的方便，到那订完了以后就有人打电话，然后预约座位各方面都非常的好，携程的服务非常的棒，然后所有的东西旅游的出行都是用携程定的,5
携程的船票特别的方便，到那订完了以后就有人打电话，然后预约座位各方面都非常的好，携程的服务非常的棒，然后所有的东西旅游的出行都是用携程定的,5
公司员工提前电话确认所要搭乘游船的班次，取票快速便捷，游船导游、摄影师服务热情耐心。两江四湖景色怡人，五色灯光让美景更艳更靓。,5
非常漂亮！,5
解说员敬业。票价有点贵。,4
订票方便，夜景非常漂亮！,5
还可以，就是逛过遇龙河、漓江之后，这个还差点哈,4
还好吧，夜游景色还可以，有讲解，还有给拍照的，没有多余消费。座位比较小没那么舒适。,4
很好，夜景不错加上讲解，但遗憾中途特色表演停，好多游船等半天也没见，沿湖周边开发不够,5
如果能在订票的时候确定上船时间就好了。景致是很美的，船也舒服。,4
夜晚风景很美，当时比较赶，最后一分钟赶到船上，一路有多处景点 可以去一次,4
"景色不错，但是需要185，就觉得不是很值得,自己走路也可以看到想看的景色",3
景色非常的棒，桂林山水甲天下下，说的一点也不错，非常的美,4
很不错的夜游，游船也开得很稳，四周的夜景一览无遗，特别是当船开到江湖交接口时，看着船只像坐电梯一样升降，非常壮观，漂亮的桂林城，值得一游。,5
很好!.................................................................,5
很喜欢，不错,5
不错的体验,5
夜景超级美，非常棒的体验。,5
夜景很美，船只没有想象的豪华,4
便捷，高效，省心，开心。,5
非常好的一次游览，特别感谢订票的工作人员的热情迅速，服务非常耐心周到。,5
夜景很美哦,5
晚上去超级美的，日月塔打灯后好仙啊！,5
非常好，景色美,5
灯光很好 景色很美,5
不错。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,5
性价比太低 能不看就不要去看了,1
两江四湖夜游景色很好，但是游船很差，船内无景观，但是有半小时左右拍照时间可以到船尾，照片是船尾拍的，景色不错，建议看看有没有其他交通工具吧，游船还是不要了。,3
丁光效果还是不错的，体验了一把船闸提升和降落,5
两江四湖可以溜达溜达，晚上去看看日月双塔。,4
很美，按照时间上船，路上有讲解，有照相，景色不错，值得一游，桂林船游第一笔,5
不错，非常好！！！！,5
二次来了 主要带孩子和父母 挺美的,5
值得一看，带着老人，很适合的，夜景也漂亮，如果买这个船票，就不用单独去象鼻山了，可以看得到的，取票，交通都非常方便，好好,5
灯光很好 景色很美,5
在携程订的门船票，比窗口便宜。两江四湖适合坐游船夜游，真的很美，船上也有讲解，沿途配合灯光秀，还有歌舞表演，渔夫在竹筏上带着鱼鹰表演，很美，日月双塔.玻璃房等在灯光的映衬下非常美，在游览过程中船还经过了1处水闸，一处轿箱，讲解员讲了其中的原理。这是到桂林不应错过的景点，有时间白天可以沿着游船的路线途步，沿途景色也是很好的，可以慢慢品玩，可以看到榕湖边上的大榕树.古城墙.白崇禧公馆.七星桥，到木龙湖可看老人山，叠彩山等，值得一游。,5
挺好挺好玩的,4
夜游很美，值得推荐！就是晚上有点冷，需要给孩子多穿点衣物，很适合亲子游，船开了很久，在可以拍照的地方有停留，河道切换很有意思！,5
夜游很美，值得推荐,5
非常棒的夜景，整个桂林名不虚传的旅游城市！ 两江四湖没有走回头路，开始担心错过了拍照的美景，不过后来发现太多了，呵呵，审美疲劳了！ 每个桥洞都有刻字图案，真心非常考究！,5
风景不错，我们是两江四湖，建议选座位在左边 从象山渔人码头上船。 船干净，拍了两张照片还挺漂亮，可以不用去象鼻山买票，这里上岸的话可以直接观赏到象鼻山。图二游船内,4
過程順利，沒有強迫影相，購物，有導遊解說和拍照的小哥服務，還算可以。,4
11月8号渔人码头上船，036号船上导游照相骗人，说赠送照片，然后又要30元一张，又说免费取电子照片底板，回来后又要30元，骗人骗钱！差劲,1
景色美，订票方便快捷,5
一开始不报太大希望，但是看了还是很震撼，虽然是现代光景但是感觉置身于另一番天地，置身事外桃源一样。极力推荐！,5
桂林两江四湖景区非常漂亮的地方，在桂林市中心的位置，虽然在闹市区，但很安静，周围没有高楼大厦，早上锻炼的人很多，晚上夜景，非常漂亮。,4
人有点多啊,5
夜游两江四湖很不错,5
还是不错的，淡季去的没有好多人，河道的水不是很丰盈，不过也不影响我们北方的游客领略祖国的大好河山！桂林是我最喜欢的城市！,5
晚上彩灯一开夜景还是不错的，还有讲解。必须要玩的。,4
夜游才有特色,4
夜景很美，各种桥很有特色，值得一游,5
桂林夜景很美坐在船里面让人心旷神怡留恋在其中，桂林真是山美水美人更美.,5
景色美，订票方便快捷,5
一开始不报太大希望，但是看了还是很震撼，虽然是现代光景但是感觉置身于另一番天地，置身事外桃源一样。极力推荐！,5
两江四湖算是桂林升级改造比较成功的一个景点 。改造以后景色比以前好了很多，水系形成了一个整体，管理也比较规范，景色很美，坐船夜游也很不错。,5
很享受的一次体验，可以同夜游珠江比美。很好！！！,5
一般般吧！,3
来桂林不用参团，两江四湖+漓江上游至阳朔兴坪，足以！同样的，全家不用参团，整体感觉不错！,5
还可以，没想象中振撼,4
水平比重庆低价格比重庆高,4
价格比较贵，情愿游漓江还比较好，价格漓江比两江四湖贵几十元，但是漓江游4小时，两江四湖才1个半小时，风景差天共地,4
总体还是不错的，来桂林那两江四湖一定是要游览的，夜景很美,4
夜景很漂亮,4
不错，值得推荐！,5
特别方便，当天游船玩得很开心呀。,5
比起十年前不知差了多少。狭小的船舱坐满了人，看景实在费劲。,1
景观可以五分，但是中间的坐视野不太好，照相也很不方便，基本都是在船尾呆着了。除此之外船上还很不卫生，刚坐下就发现窗边两只蟑螂，工作人员见怪不怪的样子。,4
挺好的 景色漂亮,5
双人票，一前一后，神经病+***的售票,1
靠谱，讲解员很负责，夜景比白天漂亮,5
景色很美，全程近两个小时，赏心悦目。下次有机会再去，还会体验一次。,5
购票方便，会️工作人员提前联系上船时间和码头，凭手机号去码头直接取票登船就可以了……两江四湖夜游还挺值的一看的，总体不错,5
很坑，一点都不好看，不值得两百多,1
游船看景挺好看的，不错,5
夜景两江四湖还好吧，船的座位有正向和反向，订票的工作人员也不说，只问了预约时间和人数。好在四湖可以出仓。个人感觉不差钱可以坐船体验一下，毕竟这像桂林的名片一样。很多桥下有不同的绘画，不坐船是看不到的。夜景还是很漂亮，其实夜景四湖就足够了。两江没什么看的。有时间可以在四湖边上走走，也不热，风景不错，不收费，也挺好。,4
说实话，夜景一般，感觉不值这个价。,3
不错，下次带父母在转转,5
夜景很美，但游船太破,4
讲解简明扼要！,4
走马观花的感觉。适合老年人,4
景色很美，全程近两个小时，赏心悦目。下次有机会再去，还会体验一次。,5
购票方便，会️工作人员提前联系上船时间和码头，凭手机号去码头直接取票登船就可以了……两江四湖夜游还挺值的一看的，总体不错,5
很坑，一点都不好看，不值得两百多,1
游船看景挺好看的，不错,5
夜景两江四湖还好吧，船的座位有正向和反向，订票的工作人员也不说，只问了预约时间和人数。好在四湖可以出仓。个人感觉不差钱可以坐船体验一下，毕竟这像桂林的名片一样。很多桥下有不同的绘画，不坐船是看不到的。夜景还是很漂亮，其实夜景四湖就足够了。两江没什么看的。有时间可以在四湖边上走走，也不热，风景不错，不收费，也挺好。,4
说实话，夜景一般，感觉不值这个价。,3
不错，下次带父母在转转,5
夜景很美，但游船太破,4
一般吧。没想象中那么好。,3
必须去，很好,5
夜景很美、服务也很周到。,5
好得很，漂亮。爸爸妈妈很满意,5
不值，价格太贵了,5
喜欢桂林的山水哦！服务安排也很好的！,5
如梦似幻两江四湖,5
风景不错，夜晚就是主要看灯光效果，个人觉得票价高，有点不值。,3
价格与体验不太匹配。桂林的山水让人陶醉，几座桥和三座塔的灯光效果很美，其它的感觉就一般了，没有太多印象。被水位上涨和下降的两处吸引了。,4
风景宜人，特别是晚上的日月双塔，真是太美了，感觉太震撼了哈。,5
总体不错，很有特色，各种桥很漂亮，各有特点。过水闸体验不错。还有小段的特色表演。但感觉价格偏高。性价比感觉不太协调。日月双塔地标建筑，夜景非常美丽。打卡必到处。,4
不愧为山水名城，沿途树影在灯光映衬下倒影水中，色彩斑斓，两塔一个流光溢彩，一个素雅淡泊，相映成趣,5
方便，景色秀丽,5
好风景！差一点点赶不及，还好在司机的帮助下终于赶上了！不错的旅行！,5
非常满意。下次还要来玩,5
服务态度很好。,5
爸妈觉得还行,5
很好很好…………,5
服务一般般，环境一般般，船更加一般般，风景还可以,4
交通方便，游人众多，风光还不错的。,4
还行吧，欣赏桂林的江上夜景，大部分都是人造景观，在我看来，阳朔的遇龙河更值得去看看，时间紧迫的话就在阳朔漂流一下，到西街吃啤酒鱼，米粉足矣！,3
这个夜景非常美，特别是日月双塔,5
夜景非常漂亮，震撼,5
没看过的还是可以看一下,5
晚上去的，夜景很美。,5
服务态度很好。,5
可能我在大城市，觉得非常一般,3
游玩还不错，还可以吧,4
夜景灯光暗淡，几乎看不到啥。还不如自己陆地上沿着走走。价格太高，完全不成正比，这个两江四湖买50还差不多。所谓的桂林山水甲天下，完全是拜阳朔所赐。桂林市区山水真的很一般。,1
两江四湖是指桂林市中心的漓江、桃花江水域，还有杉湖、榕湖、桂湖和木龙湖四个湖泊，这里是桂林城市中心最优美的环城风景带，因为把桂林市中心区的两江和四湖贯通，形成一个环城游览水系，让游客在短短的时间内，见识桂林的山水，领略桂林之美。 这里可以选择乘坐游船，也可顺着水岸选择步行，不过不论大家选择什么方式游玩都建议大家晚上来，因为五彩的灯光投射在建筑和树木上，又倒影在夜幕的水面，七彩斑斓绚烂夺目。,5
两江四湖的湖水、河流、船、塔等景色都不错，但不乘船步行游览效果更好，游船反而对角度等都有了限制，只能作为打卡。 预定服务与船上导游服务都不错。,3
夜景不错，小孩子更喜欢,5
不错！游船一小时左右夜景很美,5
第一天下午到的桂林，大概下午四点多订的两江四湖游船，工作人员联系的我们，订的晚上八点十五的游船，从文昌桥码头取票，从文昌桥码头登船，下船从另外一个码头。游船两江四湖，体验水涨船高，夜色还是挺美的，不回185这个价格真心太贵了，个人觉得挺不值的。其他都很好，船上有给照相的30元一张，自选消费。,4
没有网上说的那么好，景色还行，两江四湖票价不同，内容也不同。大家要注意,3
夜景很美，值得一去,5
桂林灯光秀，游漓江之前的开胃菜,4
夜游四湖很美，人文，景色，灯光融于一体，回程的古筝非常好，赞一个,5
照明的人素质不咋地,4
船上一个开船的一个讲解的一个拍照的。拍照的一开始说每个人送两寸照片，还有大的照片，可要可不要。拍完了就只有大的，30一张，觉得拍的不好没要，然后那人一边说着没事自愿的，一边又说反正有品位的人都要了，无语了。 船开的不错，讲解有点不熟练不过也还可以，风景很好。但是拍照这事极大的降低了顾客的满意度。,3
愉快的游览，美丽的桂林,5
夜景很美，相机不够用。 只是，不坐在窗口，错失了很多拍照的机会。,5
很失望。五星评分，我只评一分是因为不能更低了，强烈建议大家别入坑。185网上买的船票，我感觉50元都多。除了船在不同水位间上下外，没有任何亮点。晚上灯光几乎黑漆漆，让人失望透顶。今天还去了七星景区，总的来说感觉桂林市区风景还不如我们一个县城。真不知道甲天下怎么炒作，能吹的这么厉害。希望改天去阳朔让我负面印象改观。,1
说真的适合不经常出去玩的玩，因为没啥看头，景点如同鸡肋枯燥乏味，但是既然来了就看下吧，毕竟也是桂林标志性景点，说这么多呢，我也很那啥，我要***********分多……,5
没有预想期望中的好，但总体也还算过得去吧。船舱里太闹了，很吵，解说也听不大清楚。有点新鲜的是体验了两次游船过升降阐的味道。,4
来桂林绝对要打卡的夜游，所有景点一站看完，尤其推荐时间行程比较紧凑的亲们，如果来不及或者不知道该如何取舍市内的景点，直接选这个，没错！,5
夜游很美，古筝很好，夜幕中的桂林安静而迷人，个人觉得非常好，值得推荐。,5
桂林“两江四湖”，即指漓江、桃花江、木龙湖（含铁佛塘）、桂湖、榕湖、杉湖，其环城水系全长7.33公里，水面面积38.59万平方米。该工程最早形成于北宋年间（960-1127年），当时榕湖、杉湖、桂湖上舟楫纵横，游人如织，兴盛一时。夜游两江四湖，非常的惬意，非常的美！,5
价格优惠，风景秀丽,5
非常美！不愧是桂林的名片！,5
不错不错的,5
不错，桂林的美景,5
很失望。五星评分，我只评一分是因为不能更低了，强烈建议大家别入坑。185网上买的船票，我感觉50元都多。除了船在不同水位间上下外，没有任何亮点。晚上灯光几乎黑漆漆，让人失望透顶。今天还去了七星景区，总的来说感觉桂林市区风景还不如我们一个县城。真不知道甲天下怎么炒作，能吹的这么厉害。希望改天去阳朔让我负面印象改观。,1
说真的适合不经常出去玩的玩，因为没啥看头，景点如同鸡肋枯燥乏味，但是既然来了就看下吧，毕竟也是桂林标志性景点，说这么多呢，我也很那啥，我要***********分多……,5
没有预想期望中的好，但总体也还算过得去吧。船舱里太闹了，很吵，解说也听不大清楚。有点新鲜的是体验了两次游船过升降阐的味道。,4
来桂林绝对要打卡的夜游，所有景点一站看完，尤其推荐时间行程比较紧凑的亲们，如果来不及或者不知道该如何取舍市内的景点，直接选这个，没错！,5
就电梯那里感觉还不错，摄影师不敢恭维，照的不好看还很贵30一张。有点坑,4
景点非常漂亮。,5
还可以吧，没有南京的游船好。,4
两江四湖的夜景还是不错的，船还要通过像电梯一样的上下，以前没有见过，不错的游玩。,4
非常值得一去的景点,5
价格略贵。,5
风景很美。,4
夜景很漂亮，和白天不同的感受。游船上环境也不错，干净整洁！,5
夜景非常漂亮，值得看一看。,5
到桂林必须要游一下两江四湖，夜景很漂亮,5
景色不错，票价合理！,5
不错不错的！,5
不错不错的！,5
不错不错的！,5
不错不错的！,5
不错不错的！,5
夜游两江四湖值得一游，带着父母放心玩，船内设施很好，有平台提供拍照，讲解的也很清楚，好评好评好评！赞赞赞赞赞赞！一定要去尝试一下桂林夜景,4
在这里订票确实很方便，预订成功后，很快就有人电话联系，确认上船码头以及上船时间，真的很方便快捷，两江四湖景色很美，值得一游！,5
感觉不值这个价格，晚上夜游的，感觉有点失望，没什么意思，在船上有摄影师还会让拍照消费，如果可以有其他选择的话，这个游船真的没必要坐。,3
夜景没有想像中的好，有点小失望。,4
两江四湖其实就在象山公园一带，桂林的景色都是世界著名，大概中国人都必须来一趟吧。日夜景各有特色，但假期日间游人比较挤拥。,4
夜游景点比较丰富，过了很多座不同特色的桥，看了好几座塔，比珠江夜游有意思，还是值得一去,5
风景很漂亮。,5
桂林之美，漓江水，夜游两江四湖是桂林之游的精华，值得推荐，船上还有讲解员服务也很好，还有拍照的摄影师。可以深刻的感受桂林山水的精华,5
两江四湖就比较坑了，特别是两江，晚上除了看个象鼻山的洞，什么都没有，非常非常的不建议大家看两江。一个行程还要上岸还要换乘，一条小游轮人稍微多一点就非常的吵，座位也非常的小，空间感很差，这个游玩是非常差的，重点是票价还敢收这么贵。,1
总体满意，只是我们三个人有一个人没去，退不了票。只能2个人玩。如果能把另外一个人的票退了就好了,5
夜色很美，导游讲解详细热情，票价小贵,4
在这里订票确实很方便，预订成功后，很快就有人电话联系，确认上船码头以及上船时间，真的很方便快捷，两江四湖景色很美，值得一游！,5
感觉不值这个价格，晚上夜游的，感觉有点失望，没什么意思，在船上有摄影师还会让拍照消费，如果可以有其他选择的话，这个游船真的没必要坐。,3
夜景没有想像中的好，有点小失望。,4
两江四湖其实就在象山公园一带，桂林的景色都是世界著名，大概中国人都必须来一趟吧。日夜景各有特色，但假期日间游人比较挤拥。,4
90分钟 180/人 个人觉得不值，就是灯！在路边也能看到 轮船甲板还不让站，船内摄影师用 20/张照片！导游讲解的也不咋好 说话声 黏糊的 还一个小伙，讲解任何景点 真心应该用普通话！都听不清，感觉来桂林玩 这船真不值！,3
桂林旅游名片，的确不错，值得一看。,5
就是个新鲜劲，不去后悔，去了也后悔的那种,5
两江四湖给我感觉最深的是游船的上下电梯，湖景是很美，就是船不怎么好，间距很小，坐着不舒服，没什么空间，既然是这么美的游玩就应该喝个小茶弹个琵琶这样子玩，只是走马观花的转一圈真心没什么意思！,4
桂林市区最值得去的2个地方之一，还有个是芦笛岩。。日月双塔晚上很漂亮。,3
初次到桂林还是值得一去，类似于南京游秦淮河,5
两江四湖的夜景很漂亮，让我流连忘返。,5
桂林之行，除了山水漓江，其余精华部分尽在此处，美哉！,5
值得去，照片是我去过的几个景点中最贵的。船票太贵！司机、讲解员不错。豪华船不错，就是游客太吵。没普通船票卖，商业模式太浓重。,4
风景非常好,5
第一次来桂林，晚上游船，夜景很美！全程游船接近两个来小时，觉得时间有点长了点！,5
这钱算是白花了，船好脏，座椅套看不出原来的颜色。一股异味。景色凑合，解说敷衍，全程商业气息极浓的拍照，反正就是光顾赚钱不顾顾客体验感，选这个项目基本就是浪费时间。,2
非常的美，两江似乎非常的美。两江四虎非常的美。,5
还不错的观景体验,5
一般般吧，夜景不错，可以看看的,3
初次到桂林还是值得一去，类似于南京游秦淮河,5
两江四湖的夜景很漂亮，让我流连忘返。,5
桂林之行，除了山水漓江，其余精华部分尽在此处，美哉！,5
值得去，照片是我去过的几个景点中最贵的。船票太贵！司机、讲解员不错。豪华船不错，就是游客太吵。没普通船票卖，商业模式太浓重。,4
风景非常好,5
第一次来桂林，晚上游船，夜景很美！全程游船接近两个来小时，觉得时间有点长了点！,5
这钱算是白花了，船好脏，座椅套看不出原来的颜色。一股异味。景色凑合，解说敷衍，全程商业气息极浓的拍照，反正就是光顾赚钱不顾顾客体验感，选这个项目基本就是浪费时间。,2
非常的美，两江似乎非常的美。两江四虎非常的美。,5
两江四湖，是桂林山水美景的重要组成部分。这里包含了漓江及其支流桃花江，还有桂湖、榕湖、杉湖、木龙湖。 在这里可以欣赏到各种名树、名花、名草、名园、名桥，更是了解到自然山水和历史文化相结合的美妙。 这里有两种玩法，坐船和徒步，各有特色，不过不论是选择哪种玩法，小歆都更推荐大家选择夜游方式，感受这里流光溢彩色彩绚丽的景象。,5
性价比不高,3
***,5
景色优美，漓江上坐个竹伐，相当有意思,5
一共90分钟的游程，感觉还不错，就是船甲上风大，有点冷。风景还是美美的。白天和晚上的景色不一样，灯光使晚上的风景看着更漂亮。,4
好玩，看到很美的夜景，感受了“船上的升降梯”，看到日月塔，基本可以看全挂林夜景。,4
一般般，就是贵，没啥意思！！！,3
桂林山水甲天下，船游夜景美上天。,5
景不错 只是船上小孩比较皮 有点吵 导游讲话完全听不清 总体来说 桂林是个不错的城市,4
两江西湖是桂林的招牌景点，必到之处，所说游客比较多，管理也略显混乱，但景色还是无敌的。尤其是湖上的日月双塔，夜景中显得尤为突出。,5
两江四湖游让人感受到了城市与山水的和谐统一，在这个媲美 威尼斯 水系中终于明白了他们“愿做 桂林人，不愿做神仙”的感叹！,5
总的来说 挺棒的 玩的挺开心的。,5
不错，夜景很美，流连忘返，还想再来，还有专业的摄影师给我们照相,5
爸妈去桂林玩，由于时间关系我们没能陪同前往，在网上给他们订了夜游二江四湖的游船票，听说二江四湖夜景还不错。,4
服务周到，态度热情，干净整洁，风景优美。告知朋友，一同游览。依依不舍，下次还来，,5
还好，值得一看，小贵，风景不错，票价略贵,4
